fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-07,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,12000.0,
2026-09-07,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,17000.0,
2026-09-07,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,
2026-09-05,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,7500.0,
2026-09-05,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,20000.0,
2026-09-05,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,20000.0,
2026-09-05,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,30000.0,
2026-09-05,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,20000.0,
2026-09-04,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,7500.0,
2026-09-04,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,15000.0,
2026-09-04,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,16000.0,
2026-09-04,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,18000.0,
2026-09-04,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,15000.0,
2026-09-04,Guayaramerin,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,RIOYATA MADERA IMPORT EXPORT SRL,19000.0,
2026-09-03,Guayaramerin,GLP DISTRIB. 45 KILOS NAL,GLP,GLP,CRISTO ASCENCION,450.0,
2026-09-03,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,
2026-09-03,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,15000.0,
2026-09-03,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,16000.0,
2026-09-03,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,18000.0,
2026-09-03,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,15000.0,
2026-09-03,Guayaramerin,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,EDSON VIEIRA -DRAGA AURIFERA HECTOR II,15000.0,
2026-09-02,Guayaramerin,GLP DISTRIB. 45 KILOS NAL,GLP,GLP,CRISTO ASCENCION,450.0,
2026-09-02,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,
2026-09-02,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,12000.0,
2026-09-02,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,
2026-09-02,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,18000.0,
2026-09-02,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,15000.0,
2026-09-01,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,
2026-09-01,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,12000.0,
2026-09-01,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,
2026-09-01,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,17000.0,
2026-09-01,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,13000.0,
2026-09-15,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,
2026-09-15,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,10000.0,
2026-09-15,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,12000.0,
2026-09-15,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,16000.0,
2026-09-15,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,13000.0,
2026-09-16,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,
2026-09-16,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,10000.0,
2026-09-16,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,12000.0,
2026-09-16,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,17000.0,
2026-09-16,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,
2026-09-17,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,12000.0,
2026-09-17,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,
2026-09-17,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,17000.0,
2026-09-17,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,
2026-09-16,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,27000.0,
2026-09-16,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,21500.0,
2026-09-03,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO HEROES DEL CHACO,12000.0,TRANSFERENCIAS
2026-09-17,Guayaramerin,GLP DISTRIB. 45 KILOS NAL,GLP,GLP,CRISTO ASCENCION,450.0,VENTAS
2026-09-17,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,VENTAS
2026-09-17,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-17,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
2026-09-16,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,14000.0,TRANSFERENCIAS
2026-09-16,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-15,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-15,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-14,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-14,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-12,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1500.0,TRANSFERENCIAS
2026-09-12,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,20000.0,TRANSFERENCIAS
2026-09-11,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-11,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
2026-09-10,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-10,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
2026-09-09,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-09,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
2026-09-08,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-08,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-07,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-05,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,2500.0,TRANSFERENCIAS
2026-09-05,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,20000.0,TRANSFERENCIAS
2026-09-04,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-04,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,14000.0,TRANSFERENCIAS
2026-09-03,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-03,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,14000.0,TRANSFERENCIAS
2026-09-02,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-02,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
2026-09-01,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-01,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-18,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,VENTAS
2026-09-18,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,12000.0,VENTAS
2026-09-18,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,VENTAS
2026-09-18,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,17000.0,VENTAS
2026-09-18,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,14000.0,VENTAS
2026-09-18,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-18,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
2026-09-19,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,VENTAS
2026-09-19,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,20000.0,VENTAS
2026-09-19,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,20000.0,VENTAS
2026-09-19,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,30000.0,VENTAS
2026-09-19,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,20000.0,VENTAS
2026-09-19,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1500.0,TRANSFERENCIAS
2026-09-19,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,20000.0,TRANSFERENCIAS
2026-09-21,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,10000.0,VENTAS
2026-09-21,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,10000.0,VENTAS
2026-09-21,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,12000.0,VENTAS
2026-09-21,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,8000.0,VENTAS
2026-09-21,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,10000.0,VENTAS
2026-09-21,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,2000.0,TRANSFERENCIAS
2026-09-21,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-22,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,10000.0,VENTAS
2026-09-22,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,12000.0,VENTAS
2026-09-22,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,15000.0,VENTAS
2026-09-22,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,11000.0,VENTAS
2026-09-22,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,14000.0,TRANSFERENCIAS
2026-09-23,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,10000.0,VENTAS
2026-09-23,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACIÓN SERVICIO LAGO AZUL,12000.0,VENTAS
2026-09-23,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,15000.0,VENTAS
2026-09-23,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACIÓN SERVICIO LAGO AZUL,11000.0,VENTAS
2026-09-23,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,5000.0,VENTAS
2026-09-23,Guayaramerin,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,EE. SS. FEDERICO ROMAN,1000.0,TRANSFERENCIAS
2026-09-23,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,10000.0,TRANSFERENCIAS
2026-09-23,Guayaramerin,GLP DISTRIB. 45 KILOS NAL,GLP,GLP,CRISTO ASCENCION,450.0,VENTAS
2026-09-23,Guayaramerin,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,4000.0,VENTAS
2026-09-23,Guayaramerin,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TERESA DATZER C. - EST. SERV. LA PERLA DEL MAMORE,12000.0,VENTAS
2026-09-23,Guayaramerin,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE. SS. FEDERICO ROMAN,12000.0,TRANSFERENCIAS
