fecha_despacho_efectivo,fecha_despacho_programado,despacho_confirmado,fecha_despacho_difiere_de_programado,distrito_nombre,producto_despachado,cantidad_despachada,unidad,cliente,placa_despacho,familia,familia_codigo,ambito,fecha_despacho_efectivo_hora,estacion
2026-09-15,2026-09-15,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-15,2026-09-15,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-15,2026-09-15,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,,
2026-09-15,2026-09-15,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-15,2026-09-15,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SOL GAS UYUNI,2823-ULU,GLP,GLP,,,
2026-09-15,2026-09-15,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTR. GLP SOL GAS UYUNI,1198NBD,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP SOL GAS UYUNI,2823-ULU,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTR. GLP SOL GAS UYUNI,1198NBD,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 45 KILOS NAL,495.0,L,DISTR. GLP SUR GAS UYUNI,2797-KLC,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP SUR GAS UYUNI,2797-KLC,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTR. GLP SUR GAS UYUNI,1078-FXF,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 45 KILOS NAL,495.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP SOL GAS UYUNI,2823-ULU,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTR. GLP SOL GAS UYUNI,1198NBD,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 45 KILOS NAL,495.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP SUR GAS UYUNI,1078-FXF,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 45 KILOS NAL,495.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SUR GAS UYUNI,2797-KLC,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP SUR GAS UYUNI,1078-FXF,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 45 KILOS NAL,270.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SOL GAS UYUNI,2823-ULU,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTR. GLP SOL GAS UYUNI,1198NBD,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Uyuni,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-19T21:10:04.640000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T21:10:04.640000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-19T21:08:40.657000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T21:08:40.657000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T19:52:52.300000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T19:52:52.300000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,5653-FUK,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T19:46:48.527000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,5653-FUK,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T19:46:48.527000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T19:25:11.063000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T19:25:11.063000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,15000.0,L,EE.SS. DISTRIGAS,1334-KYS,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T19:22:51.537000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T17:22:54.973000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T16:41:00.907000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T16:39:49.970000+00:00,
2026-09-19,2026-09-19,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T16:39:49.970000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-18T20:44:27.960000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T19:37:43.163000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T19:15:44.223000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,5653-FUK,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T19:15:10.787000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,5653-FUK,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T19:15:10.787000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T19:13:06.337000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T19:13:06.337000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL NACIONAL EESS,15000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-18T16:35:25.387000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,2000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T15:59:57.997000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T15:59:57.997000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. DISTRIGAS,2862-GIL,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T13:54:32.190000+00:00,
2026-09-18,2026-09-18,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T13:54:32.190000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,5653-FUK,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-17T19:32:54.433000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,5653-FUK,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T19:32:54.433000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T18:24:01.710000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,5653-FUK,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T17:14:41.643000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,5653-FUK,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T17:14:41.643000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T17:12:23.910000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T17:11:17.990000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T17:11:17.990000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T15:53:09.227000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-17T15:53:09.227000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T15:51:46.973000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. DISTRIGAS,2862-GIL,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T13:34:51.700000+00:00,
2026-09-17,2026-09-17,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T13:34:51.700000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-16T17:59:25.807000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-16T17:56:12.413000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,6243-XNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-16T16:19:01.377000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,6243-XNF,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-16T16:19:01.377000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-16T16:17:08.053000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-16T16:17:08.053000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-16T16:15:21.753000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL NACIONAL EESS,15000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-16T16:14:29.950000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-16T13:44:40.763000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. DISTRIGAS,1334-KYS,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-16T13:42:56.253000+00:00,
2026-09-16,2026-09-16,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. DISTRIGAS,1334-KYS,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-16T13:42:56.253000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,GASOLINA ESPECIAL EESS,8000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-15T20:29:00.237000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-15T20:29:00.237000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,6243-XNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-15T18:03:29.420000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,6243-XNF,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-15T18:03:29.420000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-15T18:00:59.393000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-15T17:58:53.753000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-15T17:58:53.753000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-15T17:57:13.487000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-15T17:57:13.487000+00:00,
2026-09-15,2026-09-15,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-15T13:44:10.797000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-14T20:35:46.543000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-14T20:35:46.543000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,6243-XNF,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-14T16:48:52.887000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA,6243-XNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-14T16:48:52.887000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-14T16:42:06.140000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-14T16:40:04.430000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-14T16:38:22.317000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. GRUPO COLQUE S.R.L.,3468-YFG,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-14T16:38:22.317000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-14T15:34:24.160000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,DIESEL OIL NACIONAL EESS,15000.0,L,EE.SS. TRES GIGANTES LTDA.,3792-ADS,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-14T15:34:24.160000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,5000.0,L,EE.SS. SAN CRISTOBAL S.R.L.,1755-ADU,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-14T14:05:19.430000+00:00,
2026-09-14,2026-09-14,True,False,Uyuni,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. DISTRIGAS,2862-GIL,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-14T14:04:07.170000+00:00,
2026-09-12,2026-09-12,True,False,Uyuni,DIESEL OIL NACIONAL EESS,5000.0,L,EE.SS. HOTEL DE SAL PLAYA BLANCA-COROMA,6243-XNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-12T17:55:25.967000+00:00,
